Ano;Regiao;Curso;Ano Escolar;Valor Alunos;Valor RSI;Valor GMM;zscore_valor_alunos;zscore_bool_valor_alunos;zscore_valor_rsi;zscore_bool_valor_rsi;zscore_valor_gmm;zscore_bool_valor_gmm;zscore_valor_alunos1;zscore_bool_valor_alunos1
2013.0;Murtosa;Cursos Tecnológicos e Profissionais;12º ano;49.5;67.0;782.5;5.2484202368953055;FALSE;-0.3678888291698084;TRUE;-0.9920718833984938;TRUE;3.132175724112948;FALSE
2013.0;Nelas;Cursos Tecnológicos e Profissionais;12º ano;48.4;237.0;942.0;2.904628985114428;TRUE;-0.1909625674531918;TRUE;-0.1270714408440669;TRUE;3.0366061264741395;FALSE
2013.0;Odivelas;Cursos Tecnológicos e Profissionais;12º ano;49.5;1842.0;914.4;3.613604986542808;FALSE;1.4794294916948645;TRUE;-0.2767517682077171;TRUE;3.132175724112948;FALSE
2013.0;Olhão;Cursos gerais;12º ano;49.4;596.0;913.1;2.988037926458943;TRUE;0.182664067583663;TRUE;-0.2838019285545554;TRUE;3.1234875788730565;FALSE
2013.0;Olhão;Cursos Tecnológicos e Profissionais;12º ano;49.4;596.0;913.1;2.988037926458943;TRUE;0.182664067583663;TRUE;-0.2838019285545554;TRUE;3.1234875788730565;FALSE
2013.0;Oliveira de Frades;Cursos Tecnológicos e Profissionais;12º ano;49.5;31.0;1068.8;4.322580987971187;FALSE;-0.4053555669450919;TRUE;0.5605903529860352;TRUE;3.132175724112948;FALSE
2013.0;Ourique;Cursos gerais;11º ano;49.5;91.0;759.7;3.038083291265652;FALSE;-0.3429110039862861;TRUE;-1.115720849481509;TRUE;3.132175724112948;FALSE
2013.0;Ourique;Cursos gerais;12º ano;49.5;91.0;759.7;3.313332797702552;FALSE;-0.3429110039862861;TRUE;-1.115720849481509;TRUE;3.132175724112948;FALSE
2013.0;Pedrógão Grande;Cursos Tecnológicos e Profissionais;12º ano;48.8;45.0;774.2;2.937992561652233;TRUE;-0.3907851689213705;TRUE;-1.037084445612925;TRUE;3.071358707433706;FALSE
2013.0;Penacova;Cursos Tecnológicos e Profissionais;12º ano;49.5;73.0;807.4;5.398556331315433;FALSE;-0.3616443728739278;TRUE;-0.857034196755201;TRUE;3.132175724112948;FALSE
2013.0;Penamacor;Cursos gerais;12º ano;49.5;44.0;781.5;4.431012611719057;FALSE;-0.3918259116373506;TRUE;-0.9974950836652928;TRUE;3.132175724112948;FALSE
2013.0;Portimão;Cursos Tecnológicos e Profissionais;12º ano;48.6;1389.0;937.5;2.9213107733833312;TRUE;1.00797304135588;TRUE;-0.151475842044662;TRUE;3.053982416953923;FALSE
2013.0;Porto de Mós;Cursos Tecnológicos e Profissionais;12º ano;49.5;227.0;933.1;3.5051733627949377;FALSE;-0.2013699946129928;TRUE;-0.1753379232185771;TRUE;3.132175724112948;FALSE
2013.0;Porto Moniz;Cursos gerais;12º ano;49.5;13.0;793.9;3.730377504425128;FALSE;-0.4240889358327336;TRUE;-0.9302474003569864;TRUE;3.132175724112948;FALSE
2013.0;Reguengos de Monsaraz;Cursos gerais;12º ano;49.5;309.0;873.9;3.271628327030294;FALSE;-0.1160290919026248;TRUE;-0.4963913790130732;TRUE;3.132175724112948;FALSE
2013.0;Reguengos de Monsaraz;Cursos Tecnológicos e Profissionais;12º ano;49.5;309.0;873.9;3.313332797702552;FALSE;-0.1160290919026248;TRUE;-0.4963913790130732;TRUE;3.132175724112948;FALSE
2013.0;Santa Cruz;Cursos gerais;12º ano;49.5;450.0;1070.8;3.2966510094336496;FALSE;0.0307156310505688;TRUE;0.5714367535196331;TRUE;3.132175724112948;FALSE
2013.0;Santa Cruz da Graciosa;Cursos Tecnológicos e Profissionais;11º ano;49.5;127.0;933.0;5.123306824878533;FALSE;-0.3054442662110025;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2013.0;São Roque do Pico;Cursos gerais;12º ano;49.5;79.0;933.0;3.038083291265652;FALSE;-0.3553999165780472;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2013.0;São Roque do Pico;Cursos Tecnológicos e Profissionais;12º ano;49.5;79.0;933.0;3.038083291265652;FALSE;-0.3553999165780472;TRUE;-0.1758802432452571;TRUE;3.132175724112948;FALSE
2013.0;Seixal;Cursos Tecnológicos e Profissionais;12º ano;49.5;1814.0;1164.7;3.038083291265652;FALSE;1.4502886956474217;TRUE;1.0806752585720516;TRUE;3.132175724112948;FALSE
2013.0;Sesimbra;Cursos Tecnológicos e Profissionais;12º ano;49.5;488.0;897.5;3.5719005158705497;FALSE;0.0702638542578125;TRUE;-0.3684038527166186;TRUE;3.132175724112948;FALSE
2013.0;Setúbal;Cursos Tecnológicos e Profissionais;12º ano;49.1;2228.0;1193.9;2.963015244055589;TRUE;1.8811561800631813;TRUE;1.23903270636258;TRUE;3.0974231431533816;FALSE
2013.0;Silves;Cursos Tecnológicos e Profissionais;12º ano;49.5;207.0;898.5;3.438446209719325;FALSE;-0.2221848489325948;TRUE;-0.3629806524498197;TRUE;3.132175724112948;FALSE
2013.0;Sines;Cursos gerais;12º ano;49.5;281.0;1788.0;3.3466963742403584;FALSE;-0.1451698879500676;TRUE;4.460955984867815;FALSE;3.132175724112948;FALSE
2013.0;Sines;Cursos Tecnológicos e Profissionais;12º ano;49.5;281.0;1788.0;3.738718398559581;FALSE;-0.1451698879500676;TRUE;4.460955984867815;FALSE;3.132175724112948;FALSE
2013.0;Sintra;Cursos Tecnológicos e Profissionais;12º ano;49.5;3303.0;1189.1;3.455127997988228;FALSE;4.848313663322439;FALSE;1.2130013450819443;TRUE;3.132175724112948;FALSE
2013.0;Tábua;Cursos gerais;12º ano;49.5;154.0;718.9;3.1381740208790703;FALSE;-0.27734421287954;TRUE;-1.336987420366905;TRUE;3.132175724112948;FALSE
2013.0;Tavira;Cursos Tecnológicos e Profissionais;12º ano;49.5;218.0;851.2;4.197467575954414;FALSE;-0.2107366790568137;TRUE;-0.6194980250694081;TRUE;3.132175724112948;FALSE
2013.0;Torre de Moncorvo;Cursos gerais;12º ano;49.5;40.0;1110.6;3.154855809147974;FALSE;-0.395988882501271;TRUE;0.7872801241382297;TRUE;3.132175724112948;FALSE
